order_id,product,category,quantity,unit_price,order_date,region
ORD1076,Sunglasses,Fashion,4,4467.62,2024-10-15,North
ORD1077,Sunscreen SPF50,Beauty,4,4635.33,2024-08-06,North
ORD1078,Sunscreen SPF50,Beauty,1,2825.61,2024-11-24,South
ORD1079,Football,Sports,4,2487.87,2024-08-02,East
ORD1080,Sunglasses,Fashion,3,178.49,2024-07-23,North
ORD1081,Cotton T-Shirt,Fashion,1,2313.75,2024-08-31,Central
ORD1082,Smartwatch,Electronics,6,1402.93,2024-12-12,North
ORD1083,Power Bank,Electronics,5,2380.07,2024-07-23,East
ORD1084,Face Serum,Beauty,2,5283.09,2024-07-09,North
ORD1085,Skipping Rope,Sports,2,2488.06,2024-06-12,East
ORD1086,Cotton T-Shirt,Fashion,6,3838.97,2024-12-12,East
ORD1087,Denim Jacket,Fashion,6,2479.68,2024-10-05,West
ORD1088,Cricket Bat,Sports,2,3074.02,2024-07-16,East
ORD1089,Bluetooth Speaker,Electronics,3,5282.12,2024-10-18,East
ORD1090,Cotton T-Shirt,Fashion,5,2221.91,2024-12-28,West
ORD1091,Wireless Earbuds,Electronics,2,5955.99,2024-07-15,North
ORD1092,Football,Sports,6,5879.6,2024-08-17,West
ORD1093,Cotton Bedsheet,Home,5,2351.98,2025-03-28,West
ORD1094,Denim Jacket,Fashion,6,729.06,2025-01-14,South
ORD1095,Hair Dryer,Beauty,2,3280.21,2024-06-29,Central
ORD1096,Leather Wallet,Fashion,1,5882.07,2025-03-27,South
ORD1097,Running Shoes,Fashion,6,3686.67,2024-07-14,West
ORD1098,Running Shoes,Fashion,5,813.99,2024-09-05,West
ORD1099,Running Shoes,Fashion,2,1759.3,2025-02-26,East
ORD1100,Cricket Bat,Sports,2,5248.89,2025-01-29,West
ORD1101,Wireless Earbuds,Electronics,6,2606.84,2025-02-05,Central
ORD1102,Sunglasses,Fashion,3,5276.2,2024-08-03,East
ORD1103,Wall Clock,Home,3,1642.24,2024-12-16,West
ORD1104,Cricket Bat,Sports,3,958.4,2024-07-14,West
ORD1105,Leather Wallet,Fashion,2,2926.71,2024-08-26,Central
ORD1106,Wireless Earbuds,Electronics,1,2577.2,2024-07-05,West
ORD1107,Non-stick Pan,Home,3,2846.6,2024-10-24,East
ORD1108,Dumbbell Set,Sports,2,1981.31,2024-07-31,West
ORD1109,Wall Clock,Home,2,4966.38,2025-01-03,East
ORD1110,Skipping Rope,Sports,4,4352.83,2024-06-24,North
ORD1111,Power Bank,Electronics,1,2870.97,2024-07-23,South
ORD1112,Cricket Bat,Sports,6,3988.26,2025-01-16,West
ORD1113,Bluetooth Speaker,Electronics,1,5160.14,2025-03-17,East
ORD1114,Cricket Bat,Sports,1,4238.28,2024-10-26,South
ORD1115,Non-stick Pan,Home,6,2201.04,2024-08-16,Central
ORD1116,Cotton Bedsheet,Home,4,1138.54,2025-03-01,West
ORD1117,Leather Wallet,Fashion,6,3027.86,2025-03-12,North
ORD1118,Table Lamp,Home,2,2575.15,2024-11-14,West
ORD1119,Leather Wallet,Fashion,6,2913.27,2024-07-13,East
ORD1120,Skipping Rope,Sports,2,5318.66,2024-07-04,Central
ORD1121,Face Serum,Beauty,6,5357.12,2024-10-21,North
ORD1122,Power Bank,Electronics,6,3524.62,2024-07-30,West
ORD1123,Wireless Earbuds,Electronics,3,5608.19,2024-10-10,East
ORD1124,Face Serum,Beauty,1,5996.25,2025-02-14,South
ORD1125,USB-C Cable,Electronics,4,2274.96,2024-11-03,South
ORD1126,Leather Wallet,Fashion,2,5763.77,2025-02-20,Central
ORD1127,Denim Jacket,Fashion,2,3057.69,2025-02-03,East
ORD1128,Football,Sports,4,177.68,2025-01-27,Central
ORD1129,Yoga Mat,Sports,6,1010.13,2024-10-03,South
ORD1130,Running Shoes,Fashion,2,656.3,2025-03-12,North
ORD1131,Dumbbell Set,Sports,2,2526.15,2025-03-20,Central
ORD1132,USB-C Cable,Electronics,4,4045.19,2024-12-28,North
ORD1133,Wall Clock,Home,4,2259.43,2024-09-13,Central
ORD1134,Wall Clock,Home,6,5985.14,2025-01-22,North
ORD1135,Lip Balm,Beauty,4,4584.19,2025-02-27,South
ORD1136,Wireless Earbuds,Electronics,1,1255.13,2025-01-28,North
ORD1137,Yoga Mat,Sports,4,422.86,2024-10-04,West
ORD1138,Yoga Mat,Sports,5,3844.35,2024-12-31,West
ORD1139,Dumbbell Set,Sports,2,364.02,2024-06-18,Central
ORD1140,Dumbbell Set,Sports,3,3101.95,2024-08-19,West
ORD1141,Lip Balm,Beauty,5,2725.51,2024-12-27,South
ORD1142,Football,Sports,3,496.7,2025-01-30,East
ORD1143,Cotton T-Shirt,Fashion,4,2002.47,2024-08-08,West
ORD1144,Shampoo 200ml,Beauty,3,4110.34,2024-07-16,Central
ORD1145,Dumbbell Set,Sports,5,752.33,2025-03-28,East
ORD1146,Shampoo 200ml,Beauty,5,2197.65,2024-06-21,South
ORD1147,Cotton T-Shirt,Fashion,2,4565.56,2024-07-02,South
ORD1148,Sunscreen SPF50,Beauty,4,3727.02,2024-09-24,North
ORD1149,Cotton Bedsheet,Home,6,2425.3,2024-10-09,East
ORD1150,Non-stick Pan,Home,4,1452.68,2024-06-06,Central
ORD1151,Power Bank,Electronics,3,4687.02,2024-06-21,West
ORD1152,Non-stick Pan,Home,1,2681.18,2024-11-23,South
ORD1153,Non-stick Pan,Home,4,2488.32,2025-02-01,East
ORD1154,Bluetooth Speaker,Electronics,3,4292.33,2024-09-11,West
ORD1155,Skipping Rope,Sports,1,511.82,2024-12-01,South
ORD1156,Shampoo 200ml,Beauty,5,5594.62,2024-09-08,South
ORD1157,Shampoo 200ml,Beauty,2,1420.03,2024-10-11,South
ORD1158,Wall Clock,Home,3,4228.34,2024-08-21,Central
ORD1159,Storage Box,Home,2,5386.98,2024-09-21,West
ORD1160,Cotton Bedsheet,Home,3,4542.85,2024-09-15,North
ORD1161,Bluetooth Speaker,Electronics,2,4347.15,2024-06-28,North
ORD1162,Skipping Rope,Sports,3,984.06,2024-09-15,East
ORD1163,Bluetooth Speaker,Electronics,6,2757.76,2024-10-15,South
ORD1164,Cotton Bedsheet,Home,2,4144.38,2025-03-03,Central
ORD1165,Wall Clock,Home,3,2297.74,2024-07-13,South
ORD1166,Leather Wallet,Fashion,5,3811.73,2024-06-07,East
ORD1167,Sunscreen SPF50,Beauty,4,741.01,2025-02-24,East
ORD1168,Power Bank,Electronics,4,3492.5,2024-12-15,Central
ORD1169,Power Bank,Electronics,3,2311.75,2024-11-30,East
ORD1170,Denim Jacket,Fashion,1,2300.75,2025-03-04,South
ORD1171,Hair Dryer,Beauty,6,1070.45,2024-10-27,North
ORD1172,Denim Jacket,Fashion,6,1001.0,2025-01-17,South
ORD1173,Football,Sports,5,3246.52,2024-09-13,East
ORD1174,Wall Clock,Home,5,1398.3,2025-03-20,North
ORD1175,Wall Clock,Home,4,3739.61,2025-01-26,Central
ORD1176,Cotton Bedsheet,Home,1,4206.31,2024-06-12,South
ORD1177,Table Lamp,Home,5,3132.38,2025-03-25,West
ORD1178,Cotton T-Shirt,Fashion,1,4133.47,2024-06-16,South
ORD1179,Running Shoes,Fashion,4,2700.08,2025-02-24,West
ORD1180,Power Bank,Electronics,6,2827.79,2024-10-31,West
ORD1181,Shampoo 200ml,Beauty,1,5244.37,2025-03-18,Central
ORD1182,Football,Sports,2,982.61,2025-03-26,East
ORD1183,Yoga Mat,Sports,6,155.67,2025-02-26,East
ORD1184,Non-stick Pan,Home,2,5160.62,2024-12-13,South
ORD1185,Table Lamp,Home,3,2211.95,2024-12-23,South
ORD1186,Lip Balm,Beauty,2,3500.65,2024-12-30,South
ORD1187,Skipping Rope,Sports,3,3748.26,2024-10-26,North
ORD1188,Wall Clock,Home,5,2185.02,2024-10-25,West
ORD1189,Leather Wallet,Fashion,6,3969.57,2024-09-10,North
ORD1190,Face Serum,Beauty,5,3020.01,2024-06-17,North
ORD1191,Table Lamp,Home,1,4023.79,2025-01-26,South
ORD1192,Shampoo 200ml,Beauty,2,4144.94,2024-08-25,East
ORD1193,Shampoo 200ml,Beauty,2,4360.93,2024-09-04,South
ORD1194,Non-stick Pan,Home,5,2794.3,2025-03-16,South
ORD1195,Yoga Mat,Sports,4,4055.06,2024-06-03,North
ORD1196,Yoga Mat,Sports,1,3678.77,2024-11-02,Central
ORD1197,Football,Sports,4,4361.99,2024-06-12,West
ORD1198,Cotton Bedsheet,Home,4,1960.82,2025-01-16,Central
ORD1199,Dumbbell Set,Sports,6,2893.82,2024-11-30,Central
ORD1200,Cotton T-Shirt,Fashion,1,2983.41,2025-01-07,North
ORD1201,Yoga Mat,Sports,5,1307.29,2024-07-20,West
ORD1202,Cotton T-Shirt,Fashion,6,5705.08,2024-07-26,North
ORD1203,Cotton T-Shirt,Fashion,4,4915.47,2024-10-18,West
ORD1204,Hair Dryer,Beauty,3,1641.41,2025-02-08,South
ORD1205,Wall Clock,Home,4,4643.46,2024-06-30,East
ORD1206,Wall Clock,Home,5,325.47,2024-11-17,West
ORD1207,Lip Balm,Beauty,1,3385.79,2025-01-13,Central
ORD1208,Leather Wallet,Fashion,4,679.84,2025-02-26,Central
ORD1209,Dumbbell Set,Sports,4,1749.62,2024-10-14,East
ORD1210,USB-C Cable,Electronics,4,3122.45,2024-09-18,Central
ORD1211,Power Bank,Electronics,2,4519.4,2024-06-30,South
ORD1212,Table Lamp,Home,5,5184.36,2024-12-17,East
ORD1213,Hair Dryer,Beauty,6,1117.59,2024-09-22,East
ORD1214,Non-stick Pan,Home,3,3241.08,2024-11-16,South
ORD1215,Bluetooth Speaker,Electronics,1,4163.27,2024-12-17,North
ORD1216,Wall Clock,Home,4,521.46,2025-02-22,Central
ORD1217,Bluetooth Speaker,Electronics,3,5226.52,2025-01-01,Central
ORD1218,Leather Wallet,Fashion,4,154.05,2024-11-01,Central
ORD1219,Bluetooth Speaker,Electronics,4,2503.81,2025-01-12,East
ORD1220,Shampoo 200ml,Beauty,6,5496.94,2024-08-02,North
ORD1221,Face Serum,Beauty,2,1187.9,2024-11-21,North
ORD1222,Wall Clock,Home,6,2519.6,2024-11-08,East
ORD1223,Football,Sports,6,3090.84,2024-07-06,Central
ORD1224,Wireless Earbuds,Electronics,3,867.35,2025-02-22,Central
ORD1225,Cotton Bedsheet,Home,2,2330.92,2025-03-06,West
ORD1226,Face Serum,Beauty,1,4917.3,2025-02-19,East
ORD1227,Running Shoes,Fashion,1,1129.0,2024-11-21,West
ORD1228,Wall Clock,Home,1,769.68,2024-06-16,North
ORD1229,Non-stick Pan,Home,3,5158.48,2024-07-19,Central
ORD1230,Smartwatch,Electronics,5,470.57,2024-07-17,Central
ORD1231,Sunglasses,Fashion,5,4658.74,2024-07-30,South
ORD1232,Lip Balm,Beauty,1,5280.96,2024-11-20,North
ORD1233,Yoga Mat,Sports,6,4905.93,2024-09-22,Central
ORD1234,Hair Dryer,Beauty,4,626.68,2025-01-08,West
ORD1235,Power Bank,Electronics,1,3287.17,2024-11-07,Central
ORD1236,Wall Clock,Home,2,4286.74,2025-03-13,East
ORD1237,Power Bank,Electronics,6,743.27,2025-01-03,North
ORD1238,Wall Clock,Home,2,1364.08,2024-08-11,North
ORD1239,Non-stick Pan,Home,5,2215.13,2024-08-09,North
ORD1240,Cricket Bat,Sports,1,4044.49,2024-09-18,West
ORD1241,Power Bank,Electronics,4,2274.81,2025-03-12,East
ORD1242,Sunscreen SPF50,Beauty,6,2776.45,2025-03-04,North
ORD1243,Shampoo 200ml,Beauty,1,549.52,2024-09-01,West
ORD1244,Table Lamp,Home,6,1492.88,2024-07-01,West
ORD1245,Cricket Bat,Sports,1,2661.56,2025-02-07,North
ORD1246,Table Lamp,Home,1,3393.05,2024-06-25,North
ORD1247,Yoga Mat,Sports,1,4053.27,2024-08-07,South
ORD1248,Skipping Rope,Sports,2,1294.65,2024-09-02,East
ORD1249,Sunglasses,Fashion,6,3121.62,2025-02-09,Central
ORD1250,Table Lamp,Home,4,4759.98,2024-09-22,North
ORD1251,Cotton T-Shirt,Fashion,5,2668.28,2025-02-14,Central
ORD1252,Wireless Earbuds,Electronics,5,4267.77,2024-07-26,Central
ORD1253,Hair Dryer,Beauty,1,5806.29,2024-12-01,North
ORD1254,Denim Jacket,Fashion,1,530.85,2024-06-26,South
ORD1255,Face Serum,Beauty,5,866.33,2024-10-19,North
ORD1256,Yoga Mat,Sports,3,1642.39,2024-12-26,North
ORD1257,Yoga Mat,Sports,6,3725.43,2024-07-23,East
ORD1258,USB-C Cable,Electronics,2,1748.07,2025-03-16,East
ORD1259,Cotton T-Shirt,Fashion,5,5270.4,2024-06-16,West
ORD1260,USB-C Cable,Electronics,6,4897.6,2024-11-18,Central
ORD1261,Power Bank,Electronics,2,4200.02,2025-01-20,East
ORD1262,Leather Wallet,Fashion,4,3625.61,2024-09-21,Central
ORD1263,Cricket Bat,Sports,5,3975.09,2025-02-05,East
ORD1264,Wall Clock,Home,3,607.32,2024-08-13,Central
ORD1265,Smartwatch,Electronics,5,2250.66,2025-01-13,West
ORD1266,Non-stick Pan,Home,2,4095.73,2025-03-01,East
ORD1267,Shampoo 200ml,Beauty,4,3688.2,2024-11-24,South
ORD1268,Wireless Earbuds,Electronics,4,5638.21,2024-10-25,West
ORD1269,Wall Clock,Home,6,2495.0,2025-01-27,East
ORD1270,Hair Dryer,Beauty,3,3557.33,2024-06-08,South
ORD1271,Sunscreen SPF50,Beauty,5,4868.83,2024-12-16,North
ORD1272,Power Bank,Electronics,4,952.07,2025-03-04,West
ORD1273,Face Serum,Beauty,2,1954.38,2025-02-23,South
ORD1274,Leather Wallet,Fashion,5,3627.8,2024-12-29,West
ORD1275,Wireless Earbuds,Electronics,4,2312.03,2024-08-20,West
ORD1276,Lip Balm,Beauty,1,1075.1,2024-12-04,West
ORD1277,Cotton Bedsheet,Home,1,4343.27,2024-08-15,East
ORD1278,Non-stick Pan,Home,2,5771.99,2024-11-22,South
ORD1279,Leather Wallet,Fashion,1,154.02,2024-11-12,Central
ORD1280,Cricket Bat,Sports,5,2434.3,2024-07-03,West
ORD1281,Table Lamp,Home,3,5741.37,2024-06-29,East
ORD1282,Table Lamp,Home,6,2255.89,2024-09-25,East
ORD1283,Table Lamp,Home,2,4356.1,2025-02-19,East
ORD1284,Leather Wallet,Fashion,1,2076.91,2024-09-26,East
ORD1285,Cotton Bedsheet,Home,2,892.22,2024-08-03,North
ORD1286,Yoga Mat,Sports,2,5539.94,2025-03-24,East
ORD1287,Denim Jacket,Fashion,6,787.67,2024-10-20,North
ORD1288,Running Shoes,Fashion,5,5568.49,2025-02-04,Central
ORD1289,Non-stick Pan,Home,6,5455.56,2024-09-09,West
ORD1290,Hair Dryer,Beauty,5,1034.11,2024-11-03,North
ORD1291,Table Lamp,Home,1,2648.44,2025-02-27,South
ORD1292,Table Lamp,Home,2,3028.7,2025-03-17,Central
ORD1293,USB-C Cable,Electronics,1,3970.89,2024-06-22,Central
ORD1294,Sunscreen SPF50,Beauty,3,1101.36,2024-12-27,East
ORD1295,Hair Dryer,Beauty,5,4565.7,2025-01-09,South
ORD1296,Cotton T-Shirt,Fashion,5,2919.81,2024-10-23,East
ORD1297,Storage Box,Home,2,4638.38,2024-11-01,Central
ORD1298,Skipping Rope,Sports,2,1293.22,2025-02-08,South
ORD1299,Cotton T-Shirt,Fashion,3,4524.93,2024-08-05,East
ORD1300,Non-stick Pan,Home,1,545.51,2025-01-25,Central
ORD1301,Dumbbell Set,Sports,5,297.67,2024-06-24,South
ORD1302,Cotton T-Shirt,Fashion,3,1497.85,2025-02-25,South
ORD1303,Football,Sports,2,191.62,2024-10-13,West
ORD1304,Shampoo 200ml,Beauty,4,2371.19,2024-12-11,North
ORD1305,Dumbbell Set,Sports,5,3343.99,2025-02-09,East
ORD1306,Sunglasses,Fashion,4,612.33,2024-08-06,North
ORD1307,Lip Balm,Beauty,2,572.69,2024-09-19,West
ORD1308,Cricket Bat,Sports,5,1259.06,2024-12-08,South
ORD1309,Sunscreen SPF50,Beauty,1,3991.5,2024-06-18,West
ORD1310,Running Shoes,Fashion,3,4773.56,2024-10-13,South
ORD1311,Wireless Earbuds,Electronics,1,4860.83,2024-07-12,East
ORD1312,Cotton T-Shirt,Fashion,2,3606.65,2024-12-13,East
ORD1313,Leather Wallet,Fashion,3,1736.64,2024-09-13,South
ORD1314,USB-C Cable,Electronics,5,5123.69,2024-07-20,North
ORD1315,Denim Jacket,Fashion,2,4939.32,2024-10-20,Central
ORD1316,Sunscreen SPF50,Beauty,5,2678.0,2025-01-26,North
ORD1317,Wireless Earbuds,Electronics,1,4515.92,2024-11-02,South
ORD1318,Cotton T-Shirt,Fashion,5,3657.95,2024-12-04,Central
ORD1319,Sunglasses,Fashion,6,2568.13,2024-07-06,Central
ORD1320,Skipping Rope,Sports,1,5051.54,2025-01-30,Central
ORD1321,Face Serum,Beauty,6,5976.46,2024-08-06,North
ORD1322,Sunglasses,Fashion,5,1047.66,2024-10-09,South
ORD1323,Shampoo 200ml,Beauty,2,3162.57,2025-02-07,East
ORD1324,Yoga Mat,Sports,2,1404.16,2024-08-22,South
ORD1325,Cotton Bedsheet,Home,5,2030.73,2025-03-13,North
ORD1326,Face Serum,Beauty,3,2785.24,2024-07-31,East
ORD1327,Dumbbell Set,Sports,4,3400.12,2024-11-06,West
ORD1328,Shampoo 200ml,Beauty,3,187.31,2024-06-10,South
ORD1329,Shampoo 200ml,Beauty,4,5178.83,2024-11-28,West
ORD1330,Wireless Earbuds,Electronics,6,5806.83,2024-12-11,South
ORD1331,Wall Clock,Home,2,852.86,2024-09-01,Central
ORD1332,Table Lamp,Home,5,4999.61,2024-09-17,Central
ORD1333,Hair Dryer,Beauty,2,2962.45,2024-10-12,West
ORD1334,Storage Box,Home,3,4293.64,2024-09-19,Central
ORD1335,Cotton Bedsheet,Home,1,5451.92,2024-12-02,Central
ORD1336,Hair Dryer,Beauty,2,4024.21,2024-06-19,West
ORD1337,Shampoo 200ml,Beauty,1,5341.55,2025-03-06,East
ORD1338,Table Lamp,Home,2,1333.95,2024-10-14,South
ORD1339,Sunglasses,Fashion,6,1771.14,2025-03-15,North
ORD1340,USB-C Cable,Electronics,6,1959.33,2025-01-08,East
ORD1341,Bluetooth Speaker,Electronics,3,1210.7,2024-06-15,West
ORD1342,Storage Box,Home,5,4140.92,2025-01-29,North
ORD1343,Sunglasses,Fashion,6,4396.15,2024-09-24,West
ORD1344,Sunglasses,Fashion,1,636.51,2024-12-28,East
ORD1345,Cricket Bat,Sports,3,4467.96,2025-03-10,East
ORD1346,Cricket Bat,Sports,2,578.52,2024-10-05,West
ORD1347,Dumbbell Set,Sports,1,1370.16,2024-12-27,South
ORD1348,Lip Balm,Beauty,5,3054.79,2025-02-06,West
ORD1349,Shampoo 200ml,Beauty,5,3030.37,2025-02-05,East
ORD1350,Dumbbell Set,Sports,3,4761.63,2025-01-04,North
ORD1351,Non-stick Pan,Home,1,2990.33,2024-07-08,Central
ORD1352,Denim Jacket,Fashion,5,287.4,2025-03-08,Central
ORD1353,Denim Jacket,Fashion,4,4751.74,2024-08-06,South
ORD1354,Wall Clock,Home,5,225.97,2025-02-06,West
ORD1355,Smartwatch,Electronics,1,343.97,2024-07-09,North
ORD1356,Wall Clock,Home,1,2105.73,2025-02-25,North
ORD1357,Cotton T-Shirt,Fashion,2,4533.9,2024-12-29,East
ORD1358,Hair Dryer,Beauty,2,4585.12,2024-10-12,Central
ORD1359,Yoga Mat,Sports,1,164.83,2025-02-24,West
ORD1360,Power Bank,Electronics,3,4979.28,2024-06-10,East
ORD1361,Skipping Rope,Sports,1,2154.37,2025-02-02,South
ORD1362,Yoga Mat,Sports,4,2807.01,2025-03-21,West
ORD1363,Sunscreen SPF50,Beauty,4,2794.73,2024-06-19,Central
ORD1364,Face Serum,Beauty,1,4835.64,2024-09-08,West
ORD1365,Storage Box,Home,3,1458.77,2024-08-28,North
ORD1366,Sunglasses,Fashion,4,3470.54,2025-01-11,South
ORD1367,Cotton T-Shirt,Fashion,5,5907.45,2024-07-24,East
ORD1368,Leather Wallet,Fashion,5,1293.5,2025-02-06,West
ORD1369,Wireless Earbuds,Electronics,1,4135.55,2024-11-05,Central
ORD1370,Power Bank,Electronics,6,3069.95,2024-09-02,West
ORD1371,USB-C Cable,Electronics,4,3121.66,2024-12-26,Central
ORD1372,Skipping Rope,Sports,6,4167.0,2025-01-02,North
ORD1373,USB-C Cable,Electronics,3,4090.27,2025-01-29,South
ORD1374,Sunglasses,Fashion,4,5919.91,2025-02-01,Central
ORD1375,Denim Jacket,Fashion,6,5507.46,2024-12-28,East
ORD1376,Leather Wallet,Fashion,1,1134.06,2024-09-11,South
ORD1377,Shampoo 200ml,Beauty,4,3998.44,2024-11-27,Central
ORD1378,Lip Balm,Beauty,6,2108.46,2025-01-14,West
ORD1379,Hair Dryer,Beauty,3,4942.7,2024-10-14,West
ORD1380,Smartwatch,Electronics,3,5075.46,2024-10-01,East
ORD1381,Lip Balm,Beauty,3,3939.48,2024-08-06,East
ORD1382,Smartwatch,Electronics,2,2739.7,2024-08-26,Central
ORD1383,USB-C Cable,Electronics,6,1746.43,2025-02-24,Central
ORD1384,Lip Balm,Beauty,2,3903.84,2024-10-11,East
ORD1385,Bluetooth Speaker,Electronics,4,4857.67,2024-11-26,East
ORD1386,Yoga Mat,Sports,4,3221.12,2024-12-09,South
ORD1387,Dumbbell Set,Sports,2,4416.97,2024-12-08,West
ORD1388,Dumbbell Set,Sports,2,4371.45,2024-08-01,South
ORD1389,Hair Dryer,Beauty,4,1922.22,2025-02-24,North
ORD1390,Running Shoes,Fashion,4,1445.25,2024-09-16,North
ORD1391,Running Shoes,Fashion,3,157.65,2024-12-15,South
ORD1392,Non-stick Pan,Home,1,1988.22,2024-06-24,South
ORD1393,Lip Balm,Beauty,5,1498.2,2025-02-28,West
ORD1394,Football,Sports,2,1332.23,2024-10-28,West
ORD1395,Lip Balm,Beauty,6,2648.19,2024-12-19,West
ORD1396,Bluetooth Speaker,Electronics,2,5126.97,2024-08-09,West
ORD1397,Wall Clock,Home,5,2926.04,2024-07-28,East
ORD1398,Dumbbell Set,Sports,1,4295.97,2025-03-22,East
ORD1399,Wireless Earbuds,Electronics,1,273.72,2025-02-06,West
ORD1400,Power Bank,Electronics,5,794.52,2024-11-15,North
ORD1401,Lip Balm,Beauty,5,1684.87,2025-01-23,West
ORD1402,Football,Sports,2,3182.46,2024-09-29,North
